0,12.537496,55.663419,-18.966962,0.000000,5.100000,27409327_0,0.00
1,12.523000,55.704148,5.126662,0.000000,5.100000,52178731#0_0,0.00
0,12.537488,55.663405,-18.966962,1.673759,6.773759,27409327_0,1.00
1,12.523005,55.704125,5.126662,2.540877,7.640877,52178731#0_0,1.00
10,12.605069,55.723213,-112.788525,0.000000,0.200000,8131026#3_0,1.00
12,12.507084,55.731957,-146.411449,0.000000,5.100000,22999401#3_0,1.00
13,12.487360,55.684532,-68.070165,0.000000,0.220000,-2860760#5_0,1.00
14,12.592612,55.666738,-103.938116,0.000000,5.100000,-148973670_0,1.00
15,12.623716,55.642210,105.518434,0.000000,5.100000,294715528#0_0,1.00
17,12.526396,55.685135,-24.145918,0.000000,0.200000,2954571#3_0,1.00
18,12.578650,55.676616,134.600924,0.000000,5.100000,43129906#2_0,1.00
19,12.530070,55.683081,67.275898,0.000000,5.100000,78456674#7_0,1.00
2,12.547775,55.737467,20.527088,0.000000,5.100000,199311371_0,1.00
21,12.551795,55.717254,74.857355,0.000000,5.100000,4314720#1_0,1.00
22,12.514657,55.639016,112.924450,0.000000,5.100000,25928905#1_0,1.00
23,12.533612,55.643455,139.856207,0.000000,5.100000,25916650_0,1.00
24,12.549580,55.679825,65.846326,0.000000,5.100000,150900141#1_0,1.00
25,12.441564,55.682244,108.703197,0.000000,5.100000,-26154980#13_0,1.00
26,12.509382,55.685066,70.735565,0.000000,5.100000,152244445#0_0,1.00
27,12.459546,55.724078,-85.843200,0.000000,5.100000,25966829#2_0,1.00
28,12.558358,55.693351,39.266625,0.000000,5.100000,144381940_0,1.00
29,12.488976,55.677463,109.547432,0.000000,5.100000,-105577056#7_0,1.00
3,12.588385,55.632082,173.664623,0.000000,5.100000,92967917_0,1.00
30,12.517218,55.682523,-107.530922,0.000000,5.100000,148233539_0,1.00
32,12.505868,55.739656,159.106258,0.000000,5.100000,11987003#2_0,1.00
33,12.573724,55.697724,-137.794647,0.000000,5.080000,-26164984_0,1.00
34,12.653255,55.633841,-154.024876,0.000000,5.100000,210556034#1_0,1.00
35,12.465026,55.714229,-126.023080,0.000000,5.100000,227916945#6_0,1.00
36,12.442968,55.662349,47.514367,0.000000,5.100000,227567920#0_0,1.00
37,12.539303,55.658704,-20.019067,0.000000,5.100000,26482048#4_0,1.00
38,12.576252,55.670715,-139.495735,0.000000,5.100000,45981167#1_0,1.00
39,12.547188,55.677832,-114.141280,0.000000,5.100000,151193402_0,1.00
4,12.501565,55.715641,-148.436830,0.000000,5.100000,119507348#1_0,1.00
5,12.562562,55.660461,128.091271,0.000000,5.100000,143837842#0_0,1.00
7,12.577473,55.714209,9.210192,0.000000,5.100000,237099606#1_0,1.00
8,12.538929,55.658637,-91.445700,0.000000,5.100000,3547223#2_0,1.00
9,12.529426,55.678594,-12.942186,0.000000,5.100000,79638075_0,1.00
0,12.537474,55.663378,-18.966962,3.119846,9.893605,27409327_0,2.00
1,12.523009,55.704105,5.126662,2.264449,9.905326,52178731#0_0,2.00
10,12.605041,55.723219,-112.744562,1.845911,1.845911,:20923528_0_0,2.00
12,12.507062,55.731975,-146.411449,2.381663,7.481663,22999401#3_0,2.00
13,12.487349,55.684519,-55.832019,1.606147,1.606147,:1473295_2_0,2.00
14,12.592576,55.666743,-103.938116,2.292267,7.392267,-148973670_0,2.00
15,12.623742,55.642215,105.518434,1.731436,6.831436,294715528#0_0,2.00
17,12.526386,55.685121,-24.148685,1.669772,1.669772,:1616521161_0_0,2.00
18,12.578672,55.676624,121.197151,1.700909,6.800909,43129906#2_0,2.00
19,12.530102,55.683074,67.275898,2.199878,7.299878,78456674#7_0,2.00
2,12.547797,55.737453,35.278959,2.065251,7.165251,199311371_0,2.00
21,12.551816,55.717251,74.857355,1.384431,6.484431,4314720#1_0,2.00
22,12.514679,55.639022,112.924450,1.544790,6.644790,25928905#1_0,2.00
23,12.533634,55.643471,139.856207,2.286194,7.386194,25916650_0,2.00
24,12.549612,55.679818,65.846326,2.169300,7.269300,150900141#1_0,2.00
25,12.441602,55.682252,108.703197,2.557857,7.657857,-26154980#13_0,2.00
26,12.509419,55.685059,70.735565,2.437003,7.537003,152244445#0_0,2.00
27,12.459506,55.724076,-85.843200,2.484271,7.584271,25966829#2_0,2.00
28,12.558397,55.693349,59.782848,2.561230,2.351230,:1579322654_8_0,2.00
29,12.489004,55.677469,109.547432,1.892393,6.992393,-105577056#7_0,2.00
3,12.588388,55.632103,173.664623,2.381081,7.481081,92967917_0,2.00
30,12.517192,55.682527,-107.530922,1.709408,6.809408,148233539_0,2.00
32,12.505880,55.739677,159.106258,2.393161,7.493161,11987003#2_0,2.00
33,12.573690,55.697725,-119.207225,2.207709,2.207709,:286511804_3_0,2.00
34,12.653245,55.633851,-154.024876,1.346094,6.446094,210556034#1_0,2.00
35,12.464995,55.714241,-126.023080,2.309929,7.409929,227916945#6_0,2.00
36,12.442997,55.662337,49.235236,2.256706,0.266706,:1781963810_5_0,2.00
37,12.539346,55.658683,-20.019067,1.379249,6.479249,26482048#4_1,2.00
38,12.576237,55.670724,-139.297477,1.352077,6.452077,45981167#1_0,2.00
39,12.547152,55.677840,-114.141280,2.431812,7.531812,151193402_0,2.00
4,12.501552,55.715653,-148.436830,1.528400,6.628400,119507348#1_0,2.00
40,12.543436,55.684189,66.960564,0.000000,5.100000,-146459058#1_0,2.00
41,12.530389,55.646511,73.937531,0.000000,5.100000,-128468662_0,2.00
42,12.574852,55.632515,-14.665643,0.000000,5.100000,-147476448#3_0,2.00
43,12.532674,55.668039,13.015950,0.000000,4.900000,150090925#1_0,2.00
44,12.450816,55.662616,85.952230,0.000000,5.100000,118548402#4_0,2.00
45,12.546775,55.694181,131.268603,0.000000,5.100000,115331054#0_0,2.00
47,12.543201,55.684159,-32.267190,0.000000,5.100000,23803819#0_0,2.00
48,12.551480,55.674889,67.181498,0.000000,5.100000,-151152175#3_0,2.00
49,12.505466,55.679377,-19.447684,0.000000,5.100000,-154348710#0_0,2.00
5,12.562578,55.660468,128.091271,1.356433,6.456433,143837842#0_0,2.00
50,12.501162,55.743756,-75.920534,0.000000,0.200000,237352556#15_0,2.00
51,12.604665,55.648152,-168.637980,0.000000,5.100000,-8122614#8_0,2.00
53,12.623768,55.638100,15.995259,0.000000,5.100000,-4230797_0,2.00
54,12.569400,55.702270,-41.572926,0.000000,5.100000,-4204572#3_0,2.00
55,12.504456,55.660822,12.067506,0.000000,5.100000,94089737#0_0,2.00
56,12.454291,55.682311,95.348006,0.000000,5.100000,352152151#1_0,2.00
58,12.526451,55.729586,11.280254,0.000000,5.100000,360241153_0,2.00
59,12.473834,55.664640,-4.500275,0.000000,5.100000,-155511409#22_0,2.00
7,12.577478,55.714192,9.210192,1.856909,6.956909,237099606#1_0,2.00
8,12.538900,55.658637,-91.445700,1.824905,6.924905,3547223#2_0,2.00
9,12.529420,55.678577,-12.942186,1.959657,7.059657,79638075_0,2.00
0,12.537450,55.663334,-18.966962,5.127336,15.020940,27409327_0,3.00
1,12.523013,55.704090,5.126662,1.644020,11.549345,52178731#0_0,3.00
10,12.604982,55.723231,-112.649127,3.952619,5.798530,:20923528_0_0,3.00
12,12.507006,55.732004,-135.024807,4.820076,12.301738,22999401#3_0,3.00
13,12.487386,55.684506,26.300517,3.343855,0.130002,2860760#5_0,3.00
14,12.592520,55.666749,-103.938116,3.629335,11.021602,-148973670_0,3.00
15,12.623775,55.642221,105.518434,2.155971,8.987407,294715528#0_0,3.00
17,12.526362,55.685088,-24.179894,3.909303,1.509076,2954571#4_0,3.00
18,12.578723,55.676643,121.197151,3.793048,10.593957,43129906#2_0,3.00
19,12.530157,55.683062,67.275898,3.700745,11.000623,78456674#7_0,3.00
2,12.547838,55.737431,43.114581,3.649950,10.815201,199311371_0,3.00
21,12.551846,55.717247,74.857355,1.902069,8.386500,4314720#1_0,3.00
22,12.514703,55.639028,112.924450,1.633403,8.278192,25928905#1_0,3.00
23,12.533680,55.643504,139.856207,4.702692,12.088886,25916650_0,3.00
24,12.549680,55.679802,65.846326,4.637317,11.906617,150900141#1_0,3.00
25,12.441673,55.682268,108.703197,4.772641,12.430498,-26154980#13_0,3.00
26,12.509482,55.685048,70.735565,4.176640,11.713643,152244445#0_0,3.00
27,12.459434,55.724071,-85.843200,4.601176,12.185447,25966829#2_0,3.00
28,12.558377,55.693384,-170.621690,4.601115,2.132345,-144381940_0,3.00
29,12.489059,55.677482,109.547432,3.746644,10.739037,-105577056#7_0,3.00
3,12.588390,55.632118,173.664623,1.604245,9.085327,92967917_0,3.00
30,12.517140,55.682535,-107.530922,3.400081,10.209489,148233539_0,3.00
32,12.505903,55.739714,159.106258,4.458757,11.951919,11987003#2_0,3.00
33,12.573706,55.697692,3.584460,4.359786,1.747495,26164984_0,3.00
34,12.653218,55.633880,-154.024876,3.580526,10.026620,210556034#1_0,3.00
35,12.464943,55.714261,-126.023080,3.984047,11.393976,227916945#6_0,3.00
36,12.443028,55.662356,118.973680,4.090886,1.947592,:1781963810_7_0,3.00
37,12.539329,55.658654,-20.019067,3.426615,9.905864,26482048#4_1,3.00
38,12.576199,55.670735,-127.900452,2.680400,9.132477,45981167#1_0,3.00
39,12.547087,55.677855,-114.141280,4.425589,11.957400,151193402_0,3.00
4,12.501523,55.715677,-148.436830,3.204427,9.832827,119507348#1_0,3.00
40,12.543463,55.684183,66.960564,1.829507,6.929507,-146459058#1_0,3.00
41,12.530416,55.646507,73.786819,1.714897,6.814897,-128468662_0,3.00
42,12.574846,55.632499,-14.665643,1.854661,6.954661,-147476448#3_0,3.00
43,12.532674,55.668026,4.347936,1.446629,1.446629,:1630142601_2_0,3.00
44,12.450837,55.662616,85.952230,1.324757,6.424757,118548402#4_0,3.00
45,12.546805,55.694197,131.268603,2.580987,7.680987,115331054#0_0,3.00
47,12.543189,55.684148,-32.267190,1.425627,6.525627,23803819#0_0,3.00
48,12.551517,55.674881,67.181498,2.466261,7.566261,-151152175#3_0,3.00
49,12.505459,55.679365,-19.447684,1.486471,6.586471,-154348710#0_0,3.00
5,12.562621,55.660489,128.091271,3.510699,9.967131,143837842#0_0,3.00
50,12.501132,55.743753,-77.748788,1.972502,1.972502,:284152752_0_0,3.00
51,12.604658,55.648169,-168.637980,1.885990,6.985990,-8122614#8_0,3.00
53,12.623774,55.638088,15.995259,1.371781,6.471781,-4230797_0,3.00
54,12.569374,55.702252,-41.572926,2.600000,7.700000,-4204572#3_0,3.00
55,12.504462,55.660808,12.067506,1.562657,6.662657,94089737#0_0,3.00
56,12.454329,55.682313,95.348006,2.382245,7.482245,352152151#1_0,3.00
58,12.526459,55.729567,11.280254,2.150418,7.250418,360241153_0,3.00
59,12.473833,55.664624,-4.500275,1.766540,6.866540,-155511409#22_0,3.00
60,12.538511,55.743350,57.673170,0.000000,5.100000,4266619#0_0,3.00
61,12.588107,55.710047,-171.402886,0.000000,5.100000,241592084#0_0,3.00
62,12.595422,55.668491,31.672120,0.000000,5.100000,357118527_0,3.00
63,12.551676,55.645620,41.525487,0.000000,5.100000,25684411_0,3.00
